No.	Strike	Dip	Dip Quad	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes
1	63	78	N	0	0	0		0	0	0	
2	63	67	N	0	0	0		0	0	0	
3	63	71	N	0	0	0		0	0	0	
3	62	69	N	0	0	0		0	0	0	
3	62	71	N	0	0	0		0	0	0	
3	62	67	N	0	0	0		0	0	0	
3	62	71	N	0	0	0		0	0	0	
3	63	68	N	0	0	0		0	0	0	
3	63	76	N	0	0	0		0	0	0	
3	62	67	N	0	0	0		0	0	0	
3	63	70	N	0	0	0		0	0	0	
3	62	67	N	0	0	0		0	0	0	
3	63	71	N	0	0	0		0	0	0	
3	62	75	N	0	0	0		0	0	0	
3	63	74	N	0	0	0		0	0	0	
